,id,coco_url,caption_0,caption_1,caption_2,caption_3,caption_4,caption_5,caption_6
3685,427077,http://images.cocodataset.org/val2017/000000427077.jpg,A vintage black and white portrait of a baseball player.,"a photo of a baseball player, taken by Walzl's imperial portrait studios.",An old picture of a baseball player holding a bat.,A man stands poised with a baseball bat.,A man holding a baseball bat over home plate.,,
3686,427160,http://images.cocodataset.org/val2017/000000427160.jpg,This is a picture of a boy getting ready to make a play.,a bunch of little boys running around on a baseball field,"A group of young baseball players, playing a game.",A group of boys are running around playing little league.,A boy in a blue baseball uniform running to tag out a boy in a red uniform.,,
3687,427256,http://images.cocodataset.org/val2017/000000427256.jpg,A proffessional baseball player up to bat with a crowd behind him.,A man holding a baseball bat while standing next to home plate.,"Baseball game close up of batter, catcher and baseball fans.",A man up to hit in the middle of a baseball game ,Baseball batter and catcher awaiting the pitch at the plate.,,
3688,427338,http://images.cocodataset.org/val2017/000000427338.jpg,Person on motorcycle in a very scenic rock area.,a man taking a picture of a narrow walkway,Two men are riding motorcycles through some ruins.,A person riding a motorcycle in an abandoned stone building,A city made out of stone brick with large arches.,,
3689,427500,http://images.cocodataset.org/val2017/000000427500.jpg,A bused fire hydrant sitting on top of a sidewalk next to a street.,a short fire hydrand sitting by the curb of a weedy street,a yellow and brown fire hydrant on the side of the road,A broken fire hydrant leaking water on the sidewalk.,A broken fire hydrant on a city sidewalk.,,
3690,427649,http://images.cocodataset.org/val2017/000000427649.jpg,A boat on a still lake in front of a mountain,a white boat on some water and some mountains ,A lone boats sits on a lake that is adorned with mountainous reflections.,A small white boat sits on some calm water under a snow capped mountain.,The boat sits in the lake below the mountain.,,
3691,427655,http://images.cocodataset.org/val2017/000000427655.jpg,A horse and carriage that has some people sitting in it.,a horse is pulling a carriage with people down a street,Two ladies are riding in a wagon being pulled by a horse. ,A horse drawn carriage with two women riding on it.,A horse pulling some people in a carriage in the street.,,
3692,427997,http://images.cocodataset.org/val2017/000000427997.jpg,a woman leaning over a bit near the end of a court,A female tennis player stand on a tennis court.,A young woman playing tennis in a tournament.,The woman is playing tennis while a crowd watches.,A woman waiting for a serve while playing tennis.,,
3693,428111,http://images.cocodataset.org/val2017/000000428111.jpg,A skateboarder flies through the air in a skate park.,a man that is on a skateboard that is on a ramp,a man is in the air on a skateboard,A man is performing tricks on a skateboard ramp.,A man riding a skateboard up the side of a ramp.,,
3694,428218,http://images.cocodataset.org/val2017/000000428218.jpg,Two people standing in a yard with tree's and flowers.,A man and woman are playing catch in the backyard.,A couple of people standing on top of a green yard.,THERE ARE PEOPLE THAT ARE STANDING IN THE GRASS,a man and a woman are playing outside.,,
3695,428280,http://images.cocodataset.org/val2017/000000428280.jpg,There is a seating area in the middle of a grassy area.,Chairs and a table with a laptop on it sitting outside. ,A group of chairs around a table and laptop in a garden,some green chairs a laptop on a table some plants and trees,A laptop on a table with some chairs.,,
3696,428454,http://images.cocodataset.org/val2017/000000428454.jpg,A man is on a snow board with a kite.,A guy standing on a snowboard in the snow.,A man on a snowboard using a parachute.,A man on a snowboard para sailing in the snow.,A Man skis using a sail in open snow-packed field.,,
3697,428562,http://images.cocodataset.org/val2017/000000428562.jpg,a small sheep is standing in a pin,A lot of sheep in a very small fenced in stall with hay on the floor.,The wholly sheep stands besides others in a cage. ,A sheep that is standing on some hay.,A sheep stands near other sheep in a closed off pen.,,
3698,428867,http://images.cocodataset.org/val2017/000000428867.jpg,A table full of different teddy bears with place cards,Stuffed animals are displayed down a table with notecards.,This is a display of various types of collectibles.,A group of different colored teddy bears sitting on top of a blue table.,"Green, yellow, and pink teddy bears sitting on top of a table on display. ",,
3699,429011,http://images.cocodataset.org/val2017/000000429011.jpg,Model of two cars with a man near a blue phonebooth.,A car and a truck on a city street.,Two toy vehicles and a police box are set up in a street scene.,The model toys are positioned on the table. ,a green red and white truck a building and a black car,,
3700,429109,http://images.cocodataset.org/val2017/000000429109.jpg,A street filled with buses and a white van.,Several buses on a street near a covered bus stop.,Several buses are gathered on a street with palm trees.,Trains and buses in a town with a large mountain behind it.,"Electric trolleys, bus, limo bus, and bicycle on a street.",,
3701,429281,http://images.cocodataset.org/val2017/000000429281.jpg,Display for bananas with a euro money sign,a table full of bananas being sold outside,A big bin filled with some ripe yellow bananas.,Bananas and apples are being sold at the market.,There are many bananas sitting on the shelf.,,
3702,429530,http://images.cocodataset.org/val2017/000000429530.jpg,Four different sized vases decorated with various sized butterflys.,A group of four matching vases are adorned with glass butterflies.,There are four vases that have butterfly sculptures on them.,Four vases with purple flower in it. There are two different shapes and sizes.,Two different shaped white vases on a rack.,,
3703,429598,http://images.cocodataset.org/val2017/000000429598.jpg,there is a small steel fridge in this kitchen with wood tiles,There is something missing under that wooden shelf.,A metallic refrigerator freezer next to a wooden counter.,Kitchen view with brick framework around the sink and by the oven,An interesting kitchen renovation with brick and wood,,
3704,429623,http://images.cocodataset.org/val2017/000000429623.jpg,A big tasty looking pizza with some toppings and soda.,A pizza sitting in front of a can of pepsi,A very large pizza on top of a pan on a table.,A large pizza and a soda sitting on a table.,The pizza is being served with a cold soda.,,
3705,429690,http://images.cocodataset.org/val2017/000000429690.jpg,A man hitting a tennis ball with a bat.,A crowd watches a batter try to hit a baseball.,A man is hitting a baseball with a baseball bat.,A guy playing baseball with people watching from the stands.,People look on as a ball heads towards a batter.,,
3706,429718,http://images.cocodataset.org/val2017/000000429718.jpg,An old style green train moving along train tracks.,A train with steam coming out is on the tracks.,Smoke is emanating from a train that is on a track that is curving.,An old- fashioned train rounds the corner on train tracks. ,A black and green train locomotive engine traveling along a railroad track.,,
3707,429761,http://images.cocodataset.org/val2017/000000429761.jpg,Two tennis players shaking hands over the net,two men on a tennis court shaking hands over the net,Two tennis players on tennis court at net shaking hands.,Two tennis players are facing each other over a tennis net.,Two men shaking hands while standing on a tennis court.,,
3708,430048,http://images.cocodataset.org/val2017/000000430048.jpg,A large window with a sign that reads ATM INSIDE.,Purple and blue building which has an atm inside.,"A business window with an ""ATM INSIDE"" sign,  reflecting a clock tower.","The reflection of  a clock and traffic is seen through a window with an ""ATM INSIDE"" sticker.",a photo of a window with an atm inside sign,,
3709,430056,http://images.cocodataset.org/val2017/000000430056.jpg,"A sandwich on a plate with three slices of bread, tomatoes and chips on the side. ",A triple decker sandwich is sitting on a desk.,Large Bacon Lettuce and Tomato Sandwich with a side of chips., A cut in half sandwich sitting inside of a microwave.,This is a plate holding a double decker sandwich.,,
3710,430073,http://images.cocodataset.org/val2017/000000430073.jpg,A white bull walks along the sidewalk near people.,"In the Asian market, one can find residents, tourists, and domestic animals. ",a cow walking on a city street near people ,"A large, white cow walking through the streets of a small town",an ox standing in a busy town area with people going about their normal business,,
3711,430286,http://images.cocodataset.org/val2017/000000430286.jpg,An unmade bed has three remote controls on top of it.  ,Three remotes sitting on top of a mattress.,A sleep number bed with the comfort remotes.,Remote controls are arranged on a bare mattress.,Two remotes on a mattress with an adjustable sleep number one in the middle,,
3712,430377,http://images.cocodataset.org/val2017/000000430377.jpg,A woman is standing in the snow wearing a pair of skis.,A woman on ski's standing in the snow.,A woman posing on skis with a ski lift in the background.,a lady that is on some skies on some snow,A woman standing on a  mountain with skis and poles.,,
3713,430871,http://images.cocodataset.org/val2017/000000430871.jpg,A parking meter that is placed right next to a parking lot.,A parket meter sitting next to a parking space.,The parking meter in the parking lot has seven fifteen on it.,a parking meter on the side of a road with a red light showing ,A parking meter next to a handicap parking space.,,
3714,430875,http://images.cocodataset.org/val2017/000000430875.jpg,A green traffic light suspended above a street.,A double traffic signal shows three green lights.,Two green lit traffic lights with a blue sky behind them.,The traffic lights glow green in the night sky.,Green lights a shining bright against a cool blue sky.,,
3715,430961,http://images.cocodataset.org/val2017/000000430961.jpg,A man that is standing in the dirt with a glove.,A baseball player pitching a baseball on top of a field.,A baseball player lunges and reaches back with the ball.,A man in a Rays uniform is throwing a baseball,A baseball player preparing to throw a pitch during a game.,,
3716,430973,http://images.cocodataset.org/val2017/000000430973.jpg,Large whole pizza pie with cheese and olive toppings.,The deep dish pizza is topped with sausage and olives.,An olive and cheese pizza that has been placed on a table.,A large thick crusted pizza has olives on it as it sits on a wooden paddle.,A wooden pan holding a pizza with cheese and olives.,,
3717,431140,http://images.cocodataset.org/val2017/000000431140.jpg,A toilet and sink side by side in a bathroom and a mirror. ,"A bathroom with sink, mirror, and toilet in it.",A toilet and sink that is in a bathroom.,"A bathroom with a sink, mirror, and toilet with handicap rail.",A bathroom with a white toilet and a white sink and a mirror,,
3718,431545,http://images.cocodataset.org/val2017/000000431545.jpg,A baseball runner slows as he arrives at third base,a close up of a baseball player running on the base paths,Baseball player runs toward base while others stand around,The man is running during a baseball game.,a man that is standing next to a base,,
3719,431568,http://images.cocodataset.org/val2017/000000431568.jpg,a large pizza is on a white plate,"A beef, peppers and cheese pizza on top of a plate.",there is a large air bubble on the crust of this pizza,A whole pizza on a red checked table cloth.,A pizza sitting on top of a white plate covered in cheese and toppings.,,
3720,431693,http://images.cocodataset.org/val2017/000000431693.jpg,A person on a court with a tennis racket.,A man hitting a tennis ball with a racquet.,A black man running towards the tennis ball with his racket.,there is a male tennis player trying to hit the ball,A man swinging a tennis racquet at a ball on a court.,,
3721,431727,http://images.cocodataset.org/val2017/000000431727.jpg,Two bears in the trees with snow falling.,Two bears are perched on trees out in the fog. ,Two bears up in a tree during a snow storm,A pair of bears climb up in a tree.,Two monkeys are sitting on some tree branches.,,
3722,431848,http://images.cocodataset.org/val2017/000000431848.jpg,A person doing a trick on a skateboard,A man is doing a trick on a sidewalk curb.,a man skating on a drying ground with his hands up,A black and white photo of a man doing a trick on his skateboard.,A person jumping up in the air on a skateboard.,,
3723,431876,http://images.cocodataset.org/val2017/000000431876.jpg,Several mounted police officers and their horses line up on the street. ,an image of horses that are standing on the sidewalk,The cops in the city are riding horses threw the streets. ,Four cops on the back of horses stand in the street.,a group of people on some horses that are standing on a road.,,
3724,431896,http://images.cocodataset.org/val2017/000000431896.jpg,A train parked at a waiting station where passengers board.,Front view of train with lights on next to a sidewalk.,A yellow and red train traveling down train tracks.,A passanger train stopped on the railroad tracks.,a brown and yellow commuter train with headlights on ,A passanger train stopped on the railroad tracks at a station.,The train has it's headlights on and is ready to leave the station.
3725,432085,http://images.cocodataset.org/val2017/000000432085.jpg,A smiling guy sticking his face near a big sandwich.,A man taking a bite of a sandwich without using his hands ,A man eating a sandwich off of a white plate.,A man leaning his mouth down to a plate that has a sandwich on it and a blue water bottle behind it.,"Without using hands, a man tries to bite a pair of sandwiches.",,
3726,432468,http://images.cocodataset.org/val2017/000000432468.jpg,A cat sleeping on top of a suitcase ,A cat sleeping on top of a closed suit case.,The brown cat is lying on a luggage bag.,there is a cat laying on top of luggage,a cat sleeping on top of a black suitcase ,,
3727,432553,http://images.cocodataset.org/val2017/000000432553.jpg,Two dogs in the aisle of a bus next to a bicycle.,The view of two dogs inside a bus.,"A bike, two dogs and a man sitting on public transportation. ",A person sitting on a seat on a bus next to brown dogs.,A couple of dogs viewing something as a person sits in a chair.,,
3728,432898,http://images.cocodataset.org/val2017/000000432898.jpg,A an flying a kite in a field away from parked cars and other flying kites.,A man standing on a lush green field under a kite.,A man is bluing a kite in an open area.,The man is flying his kite in the sky. ,Man flying kite in open field near RV park.,,
3729,433103,http://images.cocodataset.org/val2017/000000433103.jpg,Several children are seated in a row and holding electronic keyboards.,Several children sit together while playing with plastic laptop computers.,Minority school children gaze down at computers in a row,There is a group of kids holding computers on their laps.,Many children work on green and white laptop computers.,,
3730,433134,http://images.cocodataset.org/val2017/000000433134.jpg,a cat stares as it sits on some grass ,a black and white cat on some grass,A gray and white cat standing on a lush green field.,A close up of a black and white cat in the grass.,A cat standing on grass making a funny expression.,,
3731,433192,http://images.cocodataset.org/val2017/000000433192.jpg,A laptop computer with power cube sitting on a twin sized bed.,A made bed with a laptop computer on it,A laptop computer is sitting open on a bed. ,A laptop that is sitting on a bed.,A computer laptop is placed on a bed.,,
3732,433204,http://images.cocodataset.org/val2017/000000433204.jpg,A couple of people that are riding their motorcycle.,a person riding a motorcycle on a city road with a sky background,A man on a motor bike riding down the street.,A person on a motorcycle traveling on a street near a group.,A man riding a motorcycle down a small paved road.,,
3733,433243,http://images.cocodataset.org/val2017/000000433243.jpg,a zebra and a giraffe stand next to each other.,A zebra and a giraffe eat some hay together.,Giraffe and a zebra standing side by side ,A giraffe and a zebra stand side by side as they eat.,A giraffe eats next to a zebra among some rocks.,,
3734,433374,http://images.cocodataset.org/val2017/000000433374.jpg,A group of elephants standing next to some water.,Some cute elephants gathered together by the water.,A herd of elephants walking along a river and a rocky hillside.,Elephants are standing on a muddy bank next to water. ,Several elephants are standing and lying on a sandy beach.,,
3735,433515,http://images.cocodataset.org/val2017/000000433515.jpg,a large kite on a field of green grass ,A large colorful kite is being flown over a field.,some people in a park flying a kite with a long tail,Colorful kite being flown in a city park land,A kite flying through the air in a field.,,
3736,433774,http://images.cocodataset.org/val2017/000000433774.jpg,A street scene with a parking meter on the side.,A black and white photo of two meters on a curb.,Two parking meters on roadside and a road sign,A dual parking meter near the grassy area of a residential area.,A parking meter sitting next to a tall tree.,,
3737,433915,http://images.cocodataset.org/val2017/000000433915.jpg,A double image of a comedian and a singer on the television screen.  ,A video screen with faces of a couple of guys on it.,Stephen Colbert on TV doing an interview with Paul McCartney.,A picture of a tv screen with two faces overlapping ,The TV has two men merged together on it.,,
3738,433980,http://images.cocodataset.org/val2017/000000433980.jpg,A photo of a woman that she took of herself.,a woman holding up a phone to take a picture of herself in a mirror,There is a woman taking a photo of herself in the mirror,A woman holding a cell phone with both hands.,A woman taking a selfie with a mobile phone.,,
3739,434204,http://images.cocodataset.org/val2017/000000434204.jpg,There is a skateboarder riding his board on the sidewalk,A skateboarder with one fut on a skateboard raising it up.,a kid riding on a skateboard on the cement,A pavement where a person foot are seen having skates. ,A man riding on a skateboard on the sidewalk.,,
3740,434230,http://images.cocodataset.org/val2017/000000434230.jpg,People in a shop looking at a wide variety of pottery.,A vendor has lots of different vases for sale.,A view of a bunch of pottery at a very old store.,Various pots and plates displayed next to a woman.,A family looking at vases and plates in a store.,,
3741,434247,http://images.cocodataset.org/val2017/000000434247.jpg,A picture taken from a distance of people riding horses at the beach. ,A couple of people are riding horses on the beach,A distant shot of people riding horses on the beach. ,A group of people on horses on a beach.,A group of people riding horses on top of a sandy beach.,,
3742,434297,http://images.cocodataset.org/val2017/000000434297.jpg,A white plate containing a serving of food.,"Grilled chicken on a plate with spinach, broccoli, zucchini, and carrots. ",A plate of prepared food has a sandwich and vegetables.,"A plate with chicken, bread, broccoli and carrots.",A white plate topped with food on a counter.,,
3743,434459,http://images.cocodataset.org/val2017/000000434459.jpg,Two people are cutting into a large cake.,A pair of military personnel cutting and serving a cake.,Two military personnel cutting and serving cake. ,Servers cut and plate some birthday cake slices.,A man and a woman cutting up a big sheet cake.,military personnel cutting up pieces of cake to be passed out.,
3744,434479,http://images.cocodataset.org/val2017/000000434479.jpg,a slice of food with two doll figurines standing next to it ,THERE IS PIZZA ON THE PLATE ON THE TABLE,Two Halloween characters next to a pizza on a table.,A slice of pizza covered in chocolate next to two dolls.,Two mini figurines sitting beside a plate with food.,,
3745,434548,http://images.cocodataset.org/val2017/000000434548.jpg,A baseball player warming up on the field.,A man in grey baseball uniform throwing a ball.,A baseball player is about to throw his best pitch. ,A man is playing baseball in the field.,a baseball player throwing a pitch from the mound,,
3746,434996,http://images.cocodataset.org/val2017/000000434996.jpg,A pile of stuffed animals sitting on top of a bed.,A kitten sleeps with many stuffed animals on the bed.,A small cat asleep in a pile of stuffed animals.,A white and grey tabby kitten sleeping with stuffed animals,a cute little kitty laying among stuffed animals,,
3747,435003,http://images.cocodataset.org/val2017/000000435003.jpg,A laptop computer sitting on a desk next to a desktop monitor.,"a computer desk with multiple computers and screens
",A computer workstation with a laptop and two additional monitors.,A desk with two computer monitors and a laptop.,A computer desk that has three monitors on top of it.,,
3748,435081,http://images.cocodataset.org/val2017/000000435081.jpg,a collection of various food pictures mostly of desert type items,Multiple pictures of treats and desserts for eating.,A group of pictures featuring different scenes of baked goods sitting on tables.,A collaboration of pictures of various food items,A collage displays colorful deserts and fresh vegetables.,,
3749,435205,http://images.cocodataset.org/val2017/000000435205.jpg,Pregnant woman writing on her stomach holding a yellow teddy bear. ,A person holding a teddy bear as she writes on her belly.,A hand that is holding a stuffed animal and a pencil.,a very pregnant woman holing a teddy bear by her belly as writes on her stomach,A pregnant with writing on her stomach while holding a brown teddy bear.,,
3750,435206,http://images.cocodataset.org/val2017/000000435206.jpg,There are people standing on the shore next to a body of water.,People and cattle come to the edge of the water on a lake.,"A group of people getting ready to go in the water, near horses.",Several people standing out at a watery ledge with horses.,People and cattle standing at the waters edge on a bright sunny day.,,
3751,435208,http://images.cocodataset.org/val2017/000000435208.jpg,Woman sitting on top of a couch in front of two laptops. ,A woman sitting on a cushion in front of a white table.,A woman sitting cross legged in a living room area,A young woman sitting cross legged on an apartment sofa.,A woman sitting in a room near some computers.,,
3752,435299,http://images.cocodataset.org/val2017/000000435299.jpg,The cat is perched on the edge of the bed.,An orange cat about to jump onto a tile floor from a bed.,A cat leaning off of a bed looking at the floor,An orange cat playing on the bed sheets.,An orange cat sitting on top of a table.,,
3753,435880,http://images.cocodataset.org/val2017/000000435880.jpg,A refrigerator next to a red wall in the kitchen. ,A refrigerator and freezer placed next to one another.,A kitchen has a refrigerator and ice chest. ,A deep freezer and refrigerator are displayed together.,A fridge with a lot of magnets in a kitchen.,,
3754,436315,http://images.cocodataset.org/val2017/000000436315.jpg,A homemade pizza with a funny shape on a pan.,A home made pizza with pepperoni and sausage. ,An oddly shaped pizza sitting on a table,A homemade pizza sits on a metal sheet.,a pizza pepperoni and veggies  sitting on a pan,,
3755,436551,http://images.cocodataset.org/val2017/000000436551.jpg,Two black geese are swimming in cloudy water.,Two black swans are floating in a lake.,A goose with a feb bill is eating grass.,two black birds are swimming  in some water,A black swan has some wet grasses in its mouth. ,,
3756,436617,http://images.cocodataset.org/val2017/000000436617.jpg,A large group of people at a table.,A group of people sitting around a table having a meal.,A bunch of people sitting at a table having a discussion. ,a group of people sitting at a long dining table in a restaurant,THERE IS A GROUP OF PEOPLE SITTING AT A TABLE ,,
3757,436738,http://images.cocodataset.org/val2017/000000436738.jpg,an old photo of cars in a city street,A white and green bus driving down a street.,An old photo of a bus and some cars sitting at an intersection.,An intersection with antique cars and a bus at it.,Vintage street with cars and buses lining it,,
3758,436883,http://images.cocodataset.org/val2017/000000436883.jpg,The green bus is on a street with other traffic. ,A green bus with signage on a city street.,"A green bus traveling down the street, in a city.",A small green bus on a busy road.,A small public bus in a Hispanic country,,
3759,437110,http://images.cocodataset.org/val2017/000000437110.jpg,The clock tower on the old brick building looks impressive.,A very tall building surrounded by lush green grass.,a three story institution with trimmed hedges in front,A large building with a tower that has a clock.,A building with many windows and a clock next to grassy field.,,
3760,437205,http://images.cocodataset.org/val2017/000000437205.jpg,a close up of a child holding a banana,a small boy in a blue shirt holding a banana peel,The young boy just finished eating the banana.,A smiling boy sitting on a couch holds a banana peel,A young boy who is eating a banana.,,
3761,437239,http://images.cocodataset.org/val2017/000000437239.jpg,A group of people standing beside a bench with frisbees.,A group of people who are outside holding a Frisbee.,A group of people stand next to a bench outside.,Three men and a woman in the park with frisbees. ,A group of people standing on a field playing disc golf.,,
3762,437331,http://images.cocodataset.org/val2017/000000437331.jpg,A person on a surf board riding a wave.,a person riding a surf board on a wave,man on surf board riding a wave of green and white,A person wearing a wetsuit riding a wave on a surfboard.,Male surfer demonstrating skills on small breaking wave.,,
3763,437351,http://images.cocodataset.org/val2017/000000437351.jpg,A woman is sitting and posing next to luggage.,A woman in a hat sitting next to luggage.,A girl sitting next to three old suitcases.,A young woman sits near three suitcases of luggage.,"A women in a hat, tank top, argyle boots, and socks sits beside stacked luggage.",,
3764,437392,http://images.cocodataset.org/val2017/000000437392.jpg,"A pink, handmade puppet sits on the floor.",A pink monster made out of a toilet seat with googley eyes.,A pink think with a mop for hair and bulging eyeballs,A pink puppet toy with googly eyes on a hanger.,A toilet that is decorated like a pink stuffed animal,,
3765,437514,http://images.cocodataset.org/val2017/000000437514.jpg,a wood bench is next to a tree,A wooden bench sitting in front of a store.,There is a park bench outside a store with a potted tree next to it.,The empty bench is sitting next to the potted tree.,a close up of a bench near a potted flower,,
3766,437898,http://images.cocodataset.org/val2017/000000437898.jpg,The kitchen is filled with various cooking appliances.,"A kitchen area with a stove, cabinets and a refrigerator.",A medium sized home kitchen with wood cabinets.,A clean kitchen with all the necessary appliances.,A picture of a small-sized kitchen with wood cabinets.,,
3767,438017,http://images.cocodataset.org/val2017/000000438017.jpg,The road is wet because it has rained. ,a street light on a corner with a red light on it ,a street with traffic and wet roads from the rain,A red stop light that is over a street.,a couple of red lights are hanging over a road,,
3768,438226,http://images.cocodataset.org/val2017/000000438226.jpg,A sandwich cut in half is on a plate with macaroni.,Sandwich and pasta salad with a drink for one,A sandwich on a plate cutin half next to pasta.,a sandwich on a plate on a desk near a glass of wine,A dinner plate containing a sandwich and pasta.,,
3769,438269,http://images.cocodataset.org/val2017/000000438269.jpg,A bird  that is sitting down on some water.,There is a bird standing in the sand.,A tall white bird standing on a lake in a swamp.,A bird standing next to a large body of water.,A long billed bird stands at the shore of a lake,,
3770,438304,http://images.cocodataset.org/val2017/000000438304.jpg,An advertisement for tennis gear with two players in tennis stances.,Retro advertisement for Adidas featuring two tennis players.,An Adidas advertisement depicts a male and a female tennis player on the court.,An advertisement for Adidas showing two tennis players.,An ad for Adidas featuring a man and woman playing tennis together.,,
3771,438774,http://images.cocodataset.org/val2017/000000438774.jpg,a small party of people eats some pizza on a table,People with drinks standing around a kitchen island.,A group of people that are standing in front of a island.,a coupe of people are standing around a small table,A group of people standing in a kitchen having conversation.,,
3772,438862,http://images.cocodataset.org/val2017/000000438862.jpg,The two teams are kicking a soccer ball.,Soccer players in orange and grey uniforms on a field. ,A man kicking a soccer ball during a soccer game.,a group of adults playing soccer on a field,Several men are playing soccer on a field.,,
3773,438876,http://images.cocodataset.org/val2017/000000438876.jpg,A man swinging a tennis racquet at a tennis ball.,A PICTURE OF A MAN PLAYING A TENNIS GAME ,man with a tennis racket waits for the ball,A senior tennis player prepares to backhand the ball.,A tennis player eyes the ball and prepares to hit it. ,,
3774,438907,http://images.cocodataset.org/val2017/000000438907.jpg,A skateboarder attempts a trick above ground while his friend watches.,A man riding a skateboard in the air above a skateboard ramp.,A man is doing a trick on a skateboard.,a teenager attempting a jump on his skateboard,One person on a skateboard does a jump while another watches.,,
3775,438955,http://images.cocodataset.org/val2017/000000438955.jpg,competitive skiers ski forward on a flat surface,A group of people skating around red obstacles.,A group of ski racers on a race trail.,a group of men are competing in a skiing tournament,a bunch of people that are skiing on some snow,,
3776,439180,http://images.cocodataset.org/val2017/000000439180.jpg,People are riding their horses in the parade.,A large crowd of people riding horses walks along a trail.,A group of people riding horses down a small road.,A group of riders on horses in a field.,A group of people are riding horses at a park.,,
3777,439290,http://images.cocodataset.org/val2017/000000439290.jpg,A COUPLE OF TREES AND ONE WITH BANANAS IN IT ,This banana tree has a bunch that is ripe,Lots of green bananas are hanging in the tree.,A tall banana plant with bunches of green bananas.,A bunch of bananas hanging on the tree,,
3778,439426,http://images.cocodataset.org/val2017/000000439426.jpg,A person holding a glazed pastry item with one bite taken out,A person's hand holding a bitten into doughnut.,A left hand holding a glazed doughnut over a tiled floor.,A hand holding a donut that been partially eaten.,A person is holding a doughnut that has a bite taken out of it. ,,
3779,439522,http://images.cocodataset.org/val2017/000000439522.jpg,a woman in skies is walking in the snow,A woman riding skis across snow covered ground.,A cross country skier listens to music as she glides across the snow.,The woman using the skies is wearing all black.,She is cross-country skiing for the exercise it provides for her.,,
3780,439525,http://images.cocodataset.org/val2017/000000439525.jpg,A couple cut into a wedding cake together.,A man and a woman cutting into a cake with a knife.,A newly wed couple smiles as they slice the white cake together.,A man and woman cutting a cake at a table.,A man and a woman cutting up a small white cake.,,
3781,439593,http://images.cocodataset.org/val2017/000000439593.jpg,A closeup of a train at the station for people to board. ,a red blue and yellow train and some people on a platform,Two trains parked at a train station as passenger wait to board them.,A passenger train pulls into a train station.,a train stopped at a train station with individuals walking alongside the train. ,,
3782,439623,http://images.cocodataset.org/val2017/000000439623.jpg,A white fire hydrant stand on a side walk.,An old white fire hydrant on a sidewalk in a town.,a white fire hydrant in front of a red car ,A white fire hydrant sitting on a  sidewalk.,A white fire hydrant on the sidewalk by a car.,,
3783,439715,http://images.cocodataset.org/val2017/000000439715.jpg,an image of a man on top of a horse ,A man riding a brown horse in uniform next to tall green trees.,A man in uniform riding a horse by a fence,A man in uniform rides a horse down the street.,Person in red peacoat and hat riding a horse.,,
3784,439773,http://images.cocodataset.org/val2017/000000439773.jpg,A LITTLE BABY IS LAYING ON THE FLOOR NEXT TO A CELL PHONE,A baby laying on a floor next to a purple cell phone.,a baby laying on a floor near a cell phone,A baby crawls on the floor beside a blue cell phone.,A baby on the floor near a cell phone.,,
3785,439854,http://images.cocodataset.org/val2017/000000439854.jpg,Children are playing near a beach at sunset.,A man riding a skateboard along a sandy beach.,Skateboard rider doing a trick near a beach during sunset.,A man doing a trick on a skateboard off of a rail.,A person does a trick on a skate board by a beach.,,
3786,439994,http://images.cocodataset.org/val2017/000000439994.jpg,a catcher and umpire standing on a baseball field,The catcher races from behind homeplate onto the field.,A baseball game and the catcher just threw the ball.,people playing a baseball and many people watching,A group of baseball players standing on top of a field.,,
3787,440171,http://images.cocodataset.org/val2017/000000440171.jpg,A man is sitting on the back of an elephant. ,A man riding on the back of an elephant along a dirt road.,Man riding an elephant up a hill near a field.,The man is riding the elephants near the water.,A man riding on the back of a tusked elephant by a muddy river,,
3788,440184,http://images.cocodataset.org/val2017/000000440184.jpg,A group of people playing tennis on a sunny day,A doubles tennis match on a blue court,Four people play a game of mixed doubles tennis while another man looks on.,Adult players during match play on blue court.,People playing doubles tennis on a bright sunny day.,,
3789,440336,http://images.cocodataset.org/val2017/000000440336.jpg,A group of men and boys playing Frisbee. ,a group of people throwing around a freez be,A group of people in a field playing frisbee.,Five guys with a white Frisbee in mid air.,A group of four men standing on top of a lush green field.,,
3790,440475,http://images.cocodataset.org/val2017/000000440475.jpg,A large living and dining room area with rich wood features.,a living room with a lot of chairs and  a big entertainment center,Nice furniture is arranged in a fancy looking house. ,"A room with a Tv, potted plant, tables and chairs",The dark wood and marble pillars give this living space a warm feel. ,,
3791,440507,http://images.cocodataset.org/val2017/000000440507.jpg,A turquoise suitcase and two pairs of shoes sit by the door.,A suitcase and shoes on the floor near a table with two umbrellas on it. ,a blue suitcase sits on the floor in front of 2 pair of shoes,A suitcase that is next to shoes on a floor.,a blue suitcase some shoes and a wooden table,,
3792,440508,http://images.cocodataset.org/val2017/000000440508.jpg,A long orange train is going between trees.,A long orange train traveling through a rural green countryside.,Orange train on tracks in the country side.,An orange train is on the track with many cars behind it.,Multiple orange train engines on tracks with trees on each side.,,
3793,440617,http://images.cocodataset.org/val2017/000000440617.jpg,a train on a train track with power lines above,A train is traveling along a stretch of track.,A yellow and white train passing by multiple rows of tracks.,A passenger train speeding down a train track.,an image of a bus that is going down the tracks,,
3794,441247,http://images.cocodataset.org/val2017/000000441247.jpg,A woman standing in a kitchen next to a table.,A couple is preparing food in their white kitchen,Man and woman in the kitchen of a white house.,a woman in a blue dress some black chairs and another person looking in an oven,The woman is working at the kitchen counter.,,
3795,441286,http://images.cocodataset.org/val2017/000000441286.jpg,A person on a surf board riding a wave.,The surfer is getting ready to ride the wave.,A person riding waves in a body of water.,A man surfing the waves on a surfboard in the ocean. ,Surfer riding large breaking wave on open ocean.,,
